"","id","advmath8","urban","region","gender","famsize","parmarl8","homelang","slfcnc08","slfcnc10","slfcnc12","schtyp8","tcherint","late12","cuts12","absent12","approg","hwkin12","hwkout12","excurr12","computer","hsprog","unitengl","unitmath","unitcalc","schattrt","apoffer","nursery","algebra8","numinst","edexpect","expinc30","achrdg08","achmat08","achsci08","achsls08","achrdg10","achmat10","achsci10","achsls10","achrdg12","achmat12","achsci12","achsls12","cigarett","alcbinge","marijuan","ses"
"212",212,"Yes","Urban","West","Male",6,"Married","Non-English Only",19,17,17,"Public","Agree","Over 15 Times","Over 15 Times","7-9 Times","Yes","Less than 1 Hour","1-3 Hours","None","No","Some Vocational",4.5,2.5,0,998,6,"Yes","Yes",1,"Ph.D., MD, JD, etc.",30000,69.15,77.2,66.83,60.88,47.29,49.28,48.15,54.87,55.29,51.62,50.34,66.07,"Never","Never","Yes",2
"213",213,"No","Rural","West","Female",4,"Married","English Only",7,9,23,"Public","Agree","Never","Never","1-2 Times","No","16-20 Hours","4-6 Hours","10 - 14 Hours","No","Academic",4.5,4,0,98,1,"Yes","No",1,"Ph.D., MD, JD, etc.",75000,70.55,66.11,78.47,76.7,64.77,62.52,71.72,71.12,63.93,64.1,67.26,66.91,"Never","Never","Never",19
"214",214,"Yes","Suburban","West","Female",6,"Married","English Only",27,30,41,"Public","Agree","Never","3-6 Times","3-6 Times","No","7-9 Hours","4-6 Hours","Less than 1 Hour","No","Rigorous Academic",4,3,0,97,98,"Yes","Yes",1,"Less than College Degree",20000,52.96,44.61,45.36,58.49,53.98,46.73,40.08,35.7,49.64,48.88,49.99,37.81,"Never","Never","Never",6
"215",215,"Yes","Urban","West","Male",9,"Married","Non-English Dominant",19,11,20,"Public","Agree","1-2 Times","1-2 Times","1-2 Times","Yes","Over 20 Hours","Over 20 Hours","5 - 9 Hours","Yes","Rigorous Academic",4,4,1,85,5,"Yes","Yes",1,"Ph.D., MD, JD, etc.",-6,59.42,67.96,58.1,62.37,58.23,65.41,56.49,72.89,63.14,66.39,69.35,66.94,"Never","Never","Never",23
"216",216,"Yes","Rural","West","Female",4,"Married","English Only",20,7,22,"Public","Agree","Never","Never","3-6 Times","No","7-9 Hours","4-6 Hours","Less than 1 Hour","Yes","Other",4,2,0,998,5,"8","Yes",1,"Less than College Degree",65000,47.09,48.26,51.92,49.79,45.3,48.44,48.95,55.74,45.13,47.86,48.76,47.06,"Never","Never","Yes",18
"217",217,"No","Urban","West","Female",8,"Married","Non-English Dominant",20,23,35,"Public","Agree","1-2 Times","3-6 Times","7-9 Times","No","7-9 Hours","7-9 Hours","5 - 9 Hours","Yes","Some Vocational",4.25,4,0,98,1,"Yes","No",1,"Master's Degree",30000,42.57,50.29,47.04,49.89,46.5,54.67,46.11,54.51,49.79,51.4,48.57,63.04,"Never","Never","Never",19
"218",218,"Yes","Rural","West","Female",4,"Married","English Only",21,33,41,"Public","Agree","3-6 Times","Never","1-2 Times","No","16-20 Hours","7-9 Hours","20 - 24 Hours","Yes","Academic",4,4,0,95,6,"Yes","No",1,"Master's Degree",50000,66.85,63.22,49.42,51.37,59.74,60.27,50.07,52.21,54.81,54.99,43.8,54.09,"Never","Yes","Never",25
"219",219,"Yes","Rural","West","Female",4,"Married","English Dominant",29,23,35,"Public","Strongly Agree","1-2 Times","1-2 Times","1-2 Times","Yes","13-15 Hours","7-9 Hours","15 - 19 Hours","No","Rigorous Academic",4,3,0,95,6,"8","Yes",1,"Master's Degree",40000,70.55,72.41,70.84,60.63,66.85,69.96,67.32,57.04,65.44,65,60.52,64.85,"Never","Never","Never",19
"220",220,"No","Suburban","West","Male",4,"Married","English Only",28,23,25,"Public","Agree","7-9 Times","1-2 Times","3-6 Times","No","Less than 1 Hour","Less than 1 Hour","10 - 14 Hours","Yes","Academic",3,4,0,93,6,"Yes","No",1,"Master's Degree",10000,52.16,50.11,53.4,55.45,65.87,59.44,60.37,59.78,51.15,59.72,61.5,55.87,"Never","Yes","Never",11
"221",221,"No","Suburban","West","Male",6,"Married","Non-English Only",17,16,43,"Public","Agree","10-15 Times","1-2 Times","Never","Yes","4-6 Hours","7-9 Hours","1 - 4 Hours","No","Academic",4,4,0,98,6,"Yes","Yes",1,"Bachelor's Degree",95000,63,46.54,52.48,72.57,62.93,53.34,52.06,61.08,61.45,53.71,57.5,57.27,"Never","Never","Never",17
"222",222,"No","Suburban","West","Male",9,"Married","English Only",15,7,27,"Public","Agree","Never","Never","Never","No","Over 20 Hours","Over 20 Hours","25 or More Hours","Yes","Other",3.5,3,0,94,4,"No","Yes",2,"Ph.D., MD, JD, etc.",150000,54.92,66.94,63.42,65.95,62.83,62.61,62.34,72.89,60.4,62.12,65.67,68.47,"Never","Never","Never",21
"223",223,"Yes","Rural","West","Female",4,"Married","English Only",22,6,24,"Public","Agree","Never","Never","3-6 Times","No","1-3 Hours","16-20 Hours","1 - 4 Hours","No","Other",4,3.5,0,94,6,"No","Yes",1,"Bachelor's Degree",40000,42.59,44.7,39.08,50.26,54.64,52.34,42.18,52.29,59.67,53.32,48.99,50.43,"Never","Never","Never",19
"224",224,"No","Rural","West","Male",4,"Married","English Only",18,21,33,"Public","Agree","3-6 Times","Never","1-2 Times","No","1-3 Hours","4-6 Hours","1 - 4 Hours","No","Academic",3,3,0,94,0,"Yes","Yes",1,"Master's Degree",50000,44.24,57.12,61.79,54.16,49.62,60.56,61.93,49,53.05,60.59,61,50.59,"Never","Never","Never",20
"225",225,"Yes","Rural","West","Male",5,"Married","English Only",18,23,26,"Public","Agree","Never","Never","Never","No","13-15 Hours","13-15 Hours","None","Yes","Academic",3,2.5,0,94,0,"8","Yes",1,"Master's Degree",40000,59.93,57.73,40.35,51.34,59.24,62.73,65.35,59.09,39.01,44.67,64.99,57.25,"Yes","Yes","Yes",18
"226",226,"Yes","Suburban","West","Male",4,"Married","English Only",22,25,33,"Public","Strongly Agree","1-2 Times","Never","1-2 Times","Yes","7-9 Hours","13-15 Hours","5 - 9 Hours","No","Rigorous Academic",4,3.5,1,94,3,"Yes","Yes",1,"Ph.D., MD, JD, etc.",60000,49.95,61.92,57.53,55.24,53.49,64.4,60.26,54.97,64.91,65.18,62.44,62.15,"Never","Never","Never",17
"227",227,"No","Suburban","West","Male",4,"Married","English Only",20,25,41,"Public","Agree","1-2 Times","Never","1-2 Times","No","1-3 Hours","4-6 Hours","10 - 14 Hours","No","Academic",3.5,4,0,94,3,"No","No",1,"Master's Degree",30000,49.71,52.77,59.33,49.62,57.66,60.02,59.8,48.8,57.12,61.82,60.55,51.91,"Never","Never","Never",14
"228",228,"Yes","Suburban","West","Male",4,"Married","English Only",19,21,23,"Public","Agree","Never","Never","3-6 Times","Yes","4-6 Hours","10-12 Hours","None","Yes","Rigorous Academic",4,4,1,NA,NA,"Yes","Yes",3,"Ph.D., MD, JD, etc.",40000,61.56,66.42,62.52,60.25,63.62,67.18,59.17,66.4,61.75,66.57,67.98,61.21,"Never","Never","Never",19
"229",229,"Yes","Urban","North Central","Female",9,"Married","English Only",14,23,33,"Private, Religious","Agree","1-2 Times","Never","1-2 Times","Yes","7-9 Hours","13-15 Hours","Less than 1 Hour","No","Some Vocational",4,3,0,97,3,"No","Yes",2,"Master's Degree",45000,50.24,58.96,51.34,49.36,48.08,51.69,51.38,49.53,52.32,55.08,48.1,44.52,"Never","Never","Never",16
"230",230,"Yes","Urban","North Central","Male",3,"Married","English Only",28,21,29,"Private, Religious","Agree","Never","Never","1-2 Times","Yes","16-20 Hours","13-15 Hours","15 - 19 Hours","No","Academic",4.25,4,1,97,0,"Yes","Yes",1,"Master's Degree",75000,59.61,74.29,61.44,60.66,62.6,65.85,64.52,58.91,60.2,65.4,65.01,61.26,"Never","Never","Never",20
"231",231,"No","Urban","North Central","Male",5,"Married","English Only",20,21,29,"Private, Religious","Agree","1-2 Times","Never","1-2 Times","No","1-3 Hours","Less than 1 Hour","None","Yes","Academic",3.75,4,0,97,0,"8","No",1,"Bachelor's Degree",50000,40.59,51.74,46.28,48.86,46.42,46.29,55.67,60.23,43.98,51.14,54.62,47.48,"Yes","Never","Yes",22
"232",232,"No","Urban","North Central","Male",6,"Married","English Only",30,21,29,"Private, Religious","Agree","1-2 Times","1-2 Times","1-2 Times","Yes","7-9 Hours","10-12 Hours","5 - 9 Hours","Yes","Academic",2.75,4,0,97,0,"Yes","No",1,"Ph.D., MD, JD, etc.",1e+05,43.36,65.98,69.83,74.49,57.84,58.9,67.29,72.89,50.18,54.37,62.75,64.27,"Never","Never","Never",26
"233",233,"No","Urban","North Central","Female",5,"Married","English Only",17,15,27,"Private, Religious","Disagree","1-2 Times","3-6 Times","1-2 Times","No","1-3 Hours","Less than 1 Hour","None","Yes","Academic",3,3,0,97,0,"Yes","No",1,"Bachelor's Degree",50000,66.3,43.89,45.75,49.73,62.44,55.31,44.25,51.48,56.75,51.45,45.8,53.48,"Yes","Never","Never",21
"234",234,"Yes","Urban","North Central","Female",6,"Married","English Only",22,18,27,"Private, Religious","Agree","7-9 Times","1-2 Times","1-2 Times","Yes","7-9 Hours","7-9 Hours","5 - 9 Hours","Yes","Academic",3.75,4,1,97,0,"Yes","Yes",1,"Bachelor's Degree",30000,65.69,70.9,59.65,65.36,59.78,66.86,58.22,65.4,61.36,63.91,58.94,57.58,"Never","Never","Never",21
"235",235,"No","Urban","North Central","Female",9,"Married","English Only",25,33,36,"Private, Religious","Agree","3-6 Times","Never","3-6 Times","Yes","16-20 Hours","10-12 Hours","5 - 9 Hours","No","Academic",3.75,5,1,97,0,"Yes","Yes",1,"Master's Degree",70000,59.84,62.13,41.95,53.8,53.57,60.46,48.67,55.94,53.33,63.68,48.07,54.74,"Yes","Never","Never",27
"236",236,"No","Urban","North Central","Male",7,"Married","English Dominant",9,18,35,"Private, Religious","Agree","Never","Never","1-2 Times","No","Over 20 Hours","4-6 Hours","1 - 4 Hours","No","Other",2.65,2.81,0,95,0,"Yes","No",1,"Bachelor's Degree",35000,52.6,50.84,60.03,54.1,54.35,55.97,58.53,66.4,62.48,56.76,65.47,65.53,"Never","Never","Never",12
"237",237,"Yes","Urban","North Central","Male",4,"Married","English Only",18,15,29,"Private, Religious","Strongly Agree","1-2 Times","Never","3-6 Times","Yes","1-3 Hours","1-3 Hours","10 - 14 Hours","Yes","Rigorous Academic",4,4,1,97,0,"Yes","Yes",2,"Master's Degree",50000,66.85,74.31,72.07,67.15,68.05,66.26,66.03,72.89,61.06,68.3,67.59,65.25,"Never","Never","Never",20
"238",238,"Yes","Urban","North Central","Female",6,"Married","English Only",17,19,29,"Private, Religious","Agree","7-9 Times","Never","3-6 Times","Yes","7-9 Hours","4-6 Hours","5 - 9 Hours","Yes","Rigorous Academic",5,3.5,0.5,97,0,"Yes","Yes",1,"Bachelor's Degree",30000,62.64,69.2,69.58,57.54,60.24,65.5,59.25,59.39,64.9,65.72,60.66,54.7,"Never","Never","Never",30
"239",239,"Yes","Urban","North Central","Male",4,"Married","English Only",24,17,29,"Private, Religious","Agree","3-6 Times","1-2 Times","Never","Yes","7-9 Hours","7-9 Hours","25 or More Hours","Yes","Rigorous Academic",4.5,5.5,1.5,93,0,"Yes","Yes",1,"Bachelor's Degree",75000,60.14,65.73,73.74,57.36,62.53,68.14,69.05,58.14,55.53,70.18,68.53,65.39,"Never","Never","Never",26
"240",240,"No","Urban","North Central","Male",5,"Married","English Only",27,22,30,"Private, Religious","Agree","10-15 Times","Never","7-9 Times","No","4-6 Hours","10-12 Hours","1 - 4 Hours","Yes","Academic",4,4.5,0,93,0,"Yes","No",1,"Master's Degree",50000,64.56,53.02,67.36,59.89,68.8,57.87,66.22,60.38,56.96,67.14,68.53,66.86,"Never","Never","Never",27
"241",241,"Yes","Urban","North Central","Female",6,"Married","English Only",26,24,38,"Private, Religious","Agree","7-9 Times","Never","3-6 Times","Yes","7-9 Hours","7-9 Hours","None","No","Academic",4.5,4.5,0,93,0,"Yes","Yes",2,"Master's Degree",70000,50.53,45.66,44.1,53.92,49.38,50.47,48.47,53.14,46.26,54.95,59.64,59.93,"Never","Never","Never",28
"242",242,"No","Urban","North Central","Female",4,"Married","English Only",22,32,41,"Private, Religious","Agree","3-6 Times","Never","1-2 Times","Yes","13-15 Hours","1-3 Hours","None","Yes","Academic",5,3,0,83,3,"Yes","Yes",1,"Master's Degree",30000,69.15,47.59,53.91,44.83,59.57,55.89,44.18,99.98,56.96,49.59,49.28,52.02,"Never","Never","Never",19
"243",243,"No","Urban","North Central","Male",4,"Married","English Only",22,19,23,"Private, Religious","Agree","7-9 Times","1-2 Times","7-9 Times","Yes","1-3 Hours","4-6 Hours","1 - 4 Hours","Yes","Academic",4.5,4,0,97,0,"Yes","Yes",1,"Master's Degree",60000,63.32,55.74,53.51,56.66,39.53,53.95,50.9,44.56,56.43,55.36,59.21,64.09,"Never","Yes","Never",17
"244",244,"Yes","Urban","North Central","Female",4,"Married","English Only",17,21,29,"Private, Religious","Agree","Never","Never","3-6 Times","Yes","10-12 Hours","16-20 Hours","5 - 9 Hours","Yes","Academic",4.5,4,0,95,1,"Yes","No",1,"Bachelor's Degree",60000,58.62,52.64,51.28,48.86,52.78,56.81,57.65,52.87,54.57,61.62,59.68,60.19,"Never","Never","Never",20
"245",245,"No","Urban","North Central","Male",4,"Married","English Dominant",23,21,29,"Private, Religious","Agree","3-6 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","Less than 1 Hour","None","Yes","Rigorous Academic",4.5,4,0,97,10,"Yes","No",1,"Ph.D., MD, JD, etc.",1e+05,57.48,58.87,64.33,63.28,62.94,65.02,62.78,69.93,59.76,66.61,67.67,64.37,"Never","Never","Never",22
"246",246,"Yes","Urban","North Central","Male",4,"Married","English Only",17,14,35,"Private, Religious","Agree","3-6 Times","3-6 Times","3-6 Times","8","1-3 Hours","4-6 Hours","5 - 9 Hours","Yes","Rigorous Academic",5.5,3.5,0,97,10,"Yes","Yes",1,"Ph.D., MD, JD, etc.",1e+05,60.7,46.51,58.39,66.92,66.16,53.75,50.98,62.12,40.4,54.89,48.61,66.94,"Never","Yes","Never",25
"247",247,"Yes","Urban","North Central","Male",6,"Married","English Only",20,21,25,"Private, Religious","Agree","1-2 Times","Never","Never","No","1-3 Hours","4-6 Hours","1 - 4 Hours","No","Academic",4.5,3.5,0,91,14,"Yes","No",2,"Less than College Degree",35000,54.84,54.03,53.55,58.18,45.8,59.72,51.09,48.47,46.18,61.04,53.07,45.74,"Never","Never","Never",11
"248",248,"No","Urban","Northeast","Female",7,"Married","English Only",28,33,43,"Private, Religious","Agree","1-2 Times","Never","1-2 Times","No","4-6 Hours","10-12 Hours","1 - 4 Hours","No","Academic",4,4,0,82,1,"No","No",1,"Bachelor's Degree",35000,55.59,50.59,58.69,56.85,64.4,60.9,62.34,58.61,57.63,60.54,54.06,50.8,"Never","Never","Never",19
"249",249,"No","Urban","North Central","Male",6,"Married","English Only",21,21,29,"Private, Religious","Agree","Never","Never","Never","Yes","4-6 Hours","7-9 Hours","5 - 9 Hours","Yes","Rigorous Academic",4,5,1,998,4,"8","Yes",1,"Bachelor's Degree",50000,59.8,57.18,57.11,53.2,59.68,60.53,60.58,58.47,57.14,69.5,62.42,51.51,"Never","Never","Never",14
"250",250,"No","Urban","North Central","Female",5,"Married","English Only",15,28,27,"Private, Religious","Disagree","3-6 Times","Never","3-6 Times","No","1-3 Hours","4-6 Hours","5 - 9 Hours","Yes","Academic",5,2,0,91,1,"Yes","No",1,"Bachelor's Degree",45000,43.53,41.44,40.42,46.1,33.8,40.07,38.61,43.98,35.49,34.88,41.32,37.2,"Yes","Yes","Never",14
"251",251,"No","Urban","North Central","Male",7,"Married","English Only",24,33,25,"Private, Religious","Agree","3-6 Times","1-2 Times","3-6 Times","Yes","1-3 Hours","1-3 Hours","5 - 9 Hours","Yes","Rigorous Academic",4.5,3.5,0,88,3,"No",NA,2,"Bachelor's Degree",1e+05,69.15,60.57,58.56,61.79,65.61,65.2,63.78,56.89,58.66,62.24,53.62,58.52,"Never","Never","Never",12
"252",252,"No","Urban","North Central","Male",3,"Separated","English Only",23,23,37,"Private, Religious","Agree","7-9 Times","Never","1-2 Times","No","4-6 Hours","1-3 Hours","None","No","Other",3,2,0,75,8,"Yes","No",1,"Bachelor's Degree",45000,58.36,57.44,55.41,55.49,54.99,60.3,59.55,53.37,54.26,60.1,59,54.67,"Never","Never","Never",13
"253",253,"No","Suburban","South","Female",4,"Married","English Only",32,35,37,"Private, Religious","Strongly Agree","Over 15 Times","Over 15 Times","3-6 Times","Yes","4-6 Hours","Over 20 Hours","1 - 4 Hours","Yes","Rigorous Academic",5,4,0,90,10,"Yes","No",1,"Bachelor's Degree",-6,61.69,64.91,56.34,66.7,66.8,63.51,55.74,62.95,67.1,65.57,64.28,70.04,"Never","Never","Never",18
"254",254,"Yes","Suburban","South","Female",5,"98","Non-English Only",24,18,28,"Private, Religious","Agree","3-6 Times","Never","1-2 Times","Yes","16-20 Hours","4-6 Hours","10 - 14 Hours","Yes","Rigorous Academic",4.5,4,1,90,10,"Yes","Yes",1,"Master's Degree",1e+05,66.71,67.3,75.25,62.84,67.86,65.44,64.73,68.06,65.81,65.99,63.48,67.51,"Never","Yes","Never",35
"255",255,"No","Suburban","South","Male",2,"Divorced","English Dominant",20,22,28,"Private, Religious","Disagree","Over 15 Times","Never","Never","No","4-6 Hours","7-9 Hours","None","No","Rigorous Academic",4.5,3,0,90,10,"Yes","No",1,"Ph.D., MD, JD, etc.",1,50.34,46.57,51.76,57.06,63.66,53.77,55.41,60.4,51.79,51.24,54.89,62.6,"Never","Never","Never",23
"256",256,"No","Suburban","South","Male",4,"Married","English Only",22,11,23,"Private, Religious","Agree","Never","Never","1-2 Times","Yes","Less than 1 Hour","Less than 1 Hour","10 - 14 Hours","No","Rigorous Academic",4,4,0,998,10,"Yes","No",2,"Master's Degree",50000,52.09,66.21,64.03,56.3,53.37,58.82,63.02,58.58,56.28,57.82,63.05,57.23,"Never","Yes","Yes",28
"257",257,"Yes","Suburban","South","Male",4,"Divorced","English Only",15,28,29,"Private, Religious","Agree","1-2 Times","Never","3-6 Times","Yes","1-3 Hours","4-6 Hours","Less than 1 Hour","No","Rigorous Academic",4,5,1,998,10,"No","No",1,"Master's Degree",60000,56.25,59.97,57.19,61.47,64.9,64.13,65.98,66.33,62.18,67,64.07,58.16,"Yes","Never","Never",17
"258",258,"No","Suburban","South","Male",7,"Married","English Only",21,21,39,"Private, Religious","Agree","Never","Never","1-2 Times","Yes","1-3 Hours","1-3 Hours","Less than 1 Hour","No","Academic",4.5,4.5,0,998,10,"Yes","No",3,"Ph.D., MD, JD, etc.",50000,51.01,53.24,59.53,74.49,55.87,53.53,69.26,71.12,61.58,57.35,63.46,66.94,"Never","Yes","Yes",24
"259",259,"No","Suburban","South","Female",4,"Married","English Only",29,31,41,"Private, Religious","Agree","Never","Never","3-6 Times","Yes","13-15 Hours","7-9 Hours","1 - 4 Hours","Yes","Academic",4,4,1,98,6,"No","No",2,"Ph.D., MD, JD, etc.",40000,70.55,69.24,70.17,57.45,67.09,68.74,65.02,71.89,60.8,68.61,59.58,66.89,"Never","Never","Never",21
"260",260,"Yes","Urban","West","Female",8,"Married","Non-English Dominant",10,20,27,"Private, Religious","Agree","Over 15 Times","10-15 Times","7-9 Times","Yes","4-6 Hours","4-6 Hours","1 - 4 Hours","No","Academic",4,4,0,998,98,"8",NA,2,"Bachelor's Degree",-6,55.49,49.81,63.6,45.48,53.79,50.39,46.96,46.36,60.28,56.39,49.27,42.51,"Never","Yes","Never",11
"261",261,"No","Urban","West","Female",5,"Married","English Only",17,13,25,"Private, Religious","Agree","1-2 Times","Never","7-9 Times","Yes","7-9 Hours","16-20 Hours","Less than 1 Hour","Yes","Academic",5,3,0,998,98,"Yes","No",1,"Master's Degree",80000,69.15,60.51,58.91,57.46,65.22,65.13,67.84,60.82,66.74,63.55,59.79,62.5,"Never","Never","Never",18
"262",262,"Yes","Suburban","South","Male",4,"Married","English Only",25,19,29,"Private, Religious","Agree","1-2 Times","1-2 Times","1-2 Times","Yes","1-3 Hours","10-12 Hours","None","Yes","Academic",4,4,1.16,95,41,"Yes","Yes",1,"Master's Degree",60000,51.37,65.75,53.41,49.68,53.68,66.02,66.81,42.2,53.28,67.96,67.54,52.97,"Never","Never","Yes",31
"263",263,"No","Urban","South","Female",6,"Married","English Only",20,17,36,"Private, Religious","Agree","3-6 Times","1-2 Times","1-2 Times","Yes","Less than 1 Hour","10-12 Hours","5 - 9 Hours","No","Academic",4.33,4,0,94,12,"Yes","Yes",1,"Bachelor's Degree",30000,59.32,66.09,51.17,60.81,62.7,65.62,50.74,57.35,64.93,64.54,56.68,60.7,"Never","Never","Yes",31
"264",264,"No","Urban","South","Female",4,"Married","English Only",26,26,40,"Private, Religious","Strongly Agree","7-9 Times","1-2 Times","3-6 Times","Yes","16-20 Hours","7-9 Hours","25 or More Hours","Yes","Academic",4.18,4,0,99,5,"Yes","Yes",1,"Master's Degree",1e+05,59.77,57.32,59.03,54.97,58.42,56.76,61.43,54.08,61.41,59.46,61.06,60.03,"Never","Never","Never",30
"265",265,"Yes","Urban","South","Female",5,"Married","English Only",23,25,29,"Private, Non-Religious","Agree","1-2 Times","Never","7-9 Times","Yes","7-9 Hours","7-9 Hours","25 or More Hours","Yes","Academic",4.25,4,1,998,10,"Yes","Yes",1,"Ph.D., MD, JD, etc.",80000,70.55,75.04,73.67,71.94,67.86,69.07,69.5,61.63,68.09,70.69,69.35,68.47,"Never","Never","Never",32
"266",266,"No","Urban","South","Male",4,"Married","English Only",22,30,41,"Private, Non-Religious","Agree","1-2 Times","1-2 Times","3-6 Times","No","13-15 Hours","16-20 Hours","1 - 4 Hours","Yes","Academic",5,4,0,96,6,"Yes","No",2,"Master's Degree",40000,67.29,56.84,53.03,50.43,60.85,52.14,50.73,56.21,61.57,50.54,51.46,51.61,"Never","Never","Never",30
"267",267,"Yes","Suburban","South","Male",7,"Married","English Only",15,17,25,"Private, Non-Religious","Agree","1-2 Times","Never","1-2 Times","No","None","13-15 Hours","10 - 14 Hours","Yes","Academic",4.5,3,0,97,0,"8","No",1,"Ph.D., MD, JD, etc.",45000,40.92,41.84,48.45,44.2,44.82,44.35,39.29,45.55,46.46,47.75,40.5,46.66,"Never","Never","Never",28
"268",268,"No","Suburban","South","Female",4,"Married","English Only",15,13,25,"Private, Non-Religious","Strongly Agree","1-2 Times","Never","1-2 Times","Yes","1-3 Hours","13-15 Hours","1 - 4 Hours","No","Rigorous Academic",4,4,1,97,11,"Yes","No",1,"Master's Degree",60000,70.55,62.48,65.25,62.83,66.05,59.44,60.06,66.88,66.33,61.9,59.84,68.96,"Never","Never","Never",21
"269",269,"No","Urban","South","Female",5,"Married","English Only",21,35,43,"Private, Non-Religious","Strongly Agree","1-2 Times","Never","3-6 Times","No","10-12 Hours","10-12 Hours","5 - 9 Hours","Yes","Academic",4.64,4.29,0,98,14,"8","Yes",1,"Master's Degree",28000,64.22,55.62,52.23,63.48,58.93,53.69,53.21,70.84,56.06,52.4,59.26,62.35,"Never","Yes","Never",28
"270",270,"Yes","Urban","South","Male",5,"Married","English Only",25,27,37,"Private, Non-Religious","Strongly Agree","1-2 Times","1-2 Times","3-6 Times","Yes","10-12 Hours","16-20 Hours","10 - 14 Hours","Yes","Rigorous Academic",4.5,4,2,95,14,"Yes","Yes",1,"Master's Degree",1e+05,69.15,75.43,59.87,59.54,64.54,69.97,71.53,59.8,61.73,67.55,66.43,59.48,"Never","Never","Never",27
"271",271,"Yes","Urban","South","Female",4,"Married","English Only",29,24,39,"Private, Non-Religious","Agree","3-6 Times","Never","3-6 Times","Yes","Less than 1 Hour","1-3 Hours","1 - 4 Hours","Yes","Academic",4,5,1,98,17,"Yes","Yes",1,"Ph.D., MD, JD, etc.",40000,54.65,55.36,51.69,51.77,63.01,59.89,57.21,60.88,61.78,61.52,50.84,52.93,"Never","Yes","Never",25
"272",272,"No","Urban","South","Male",4,"Married","English Dominant",20,18,33,"Private, Non-Religious","Agree","1-2 Times","Never","1-2 Times","Yes","10-12 Hours","7-9 Hours","5 - 9 Hours","Yes","Rigorous Academic",4,5,1,98,17,"8","Yes",1,"Master's Degree",35000,51.74,55.8,59.57,65.97,58.51,59.14,58.84,63.7,64.08,64.76,62.13,70.04,"Never","Never","Never",25
"273",273,"No","Urban","South","Male",4,"Married","English Only",20,21,29,"Private, Non-Religious","Agree","Never","Never","3-6 Times","Yes","7-9 Hours","16-20 Hours","1 - 4 Hours","Yes","Academic",4.5,5,1.5,95,14,"Yes","Yes",1,"Master's Degree",30000,63.99,66.94,54.88,58.08,64.76,68.39,68.93,56.73,52.95,63.62,63.98,58.7,"Never","Never","Never",31
"274",274,"Yes","Suburban","West","Male",5,"Married","English Only",23,22,39,"Private, Religious","Agree","3-6 Times","Never","3-6 Times","Yes","Less than 1 Hour","Less than 1 Hour","1 - 4 Hours","Yes","Rigorous Academic",4,4,0,96,5,"Yes","Yes",1,"Master's Degree",-6,56.49,65.54,60.92,59.25,56.03,63.45,57.38,59.96,58.62,62.35,62.84,64.46,"Never","Never","Never",24
"275",275,"No","Suburban","West","Female",5,"Married","English Dominant",15,20,23,"Private, Religious","Disagree","10-15 Times","3-6 Times","7-9 Times","No","Less than 1 Hour","Less than 1 Hour","None","Yes","Academic",4,3,0,95,8,"No","No",2,"Master's Degree",30000,46.64,53.04,41.64,46.91,42.8,53.84,48.14,44.52,35.54,56.39,53.47,41.55,"Yes","Yes","Never",17
"276",276,"No","Suburban","West","Female",4,"Married","Non-English Dominant",9,12,17,"Private, Religious","Agree","Never","Never","3-6 Times","Yes","7-9 Hours","10-12 Hours","1 - 4 Hours","No","Rigorous Academic",4.5,4.5,1,95,5,"Yes",NA,1,"Ph.D., MD, JD, etc.",-6,63.55,62.02,52.56,58.24,63.15,67.47,56.34,64.67,67.69,70.05,58.38,64.37,"Never","Never","Never",25
"277",277,"No","Suburban","West","Female",3,"Married","Non-English Dominant",13,11,26,"Private, Religious","Agree","Never","Never","1-2 Times","Yes","Over 20 Hours","10-12 Hours","1 - 4 Hours","Yes","Rigorous Academic",5,4,0,95,5,"Yes","Yes",1,"Ph.D., MD, JD, etc.",50000,51.96,52.36,47.24,52.23,54.05,53.57,51.62,50.01,63.68,61.64,60.58,67.22,"Never","Never","Never",26
"278",278,"No","Suburban","Northeast","Female",4,"Married","Non-English Only",12,26,28,"Private, Religious","Agree","1-2 Times","Never","1-2 Times","Yes","13-15 Hours","16-20 Hours","15 - 19 Hours","No","Academic",4,4.99,0,95,6,"Yes","Yes",1,"Ph.D., MD, JD, etc.",50000,65.88,50.9,56.82,49.31,60.56,50.27,52.7,56.71,61.82,52.49,53.93,55.68,"Never","Never","Never",28
"279",279,"No","Suburban","North Central","Male",4,"Married","English Only",23,20,34,"Private, Non-Religious","Strongly Agree","10-15 Times","1-2 Times","3-6 Times","Yes","4-6 Hours","Over 20 Hours","15 - 19 Hours","Yes","Academic",3.32,5,1,94,11,"Yes","No",1,"Ph.D., MD, JD, etc.",30000,66.85,75.05,65.2,71.21,67.3,69.54,70.36,68,68.09,70.16,67.72,70.04,"Never","Never","Never",26
"280",280,"No","Urban","Northeast","Female",5,"Widowed","English Only",20,29,35,"Private, Non-Religious","Strongly Agree","Over 15 Times","7-9 Times","3-6 Times","Yes","4-6 Hours","10-12 Hours","10 - 14 Hours","Yes","Rigorous Academic",5,4,0,95,10,"Yes","Yes",1,"Ph.D., MD, JD, etc.",75000,58.8,70.39,68.17,76.7,61.41,66.54,61.64,67.34,63.64,64.63,61.81,63.95,"Never","Never","Never",27
